pathway	padj	NES	Sig in sSNAPPY
DNA methylation	0.4536796536796537	-1.2236595345620882	FALSE
DNA replication initiation	0.2527273635181788	-1.4377593570576515	FALSE
DNA strand elongation	0.0017187564843819019	-1.942048293272187	FALSE
DSCAM interactions	0.8729740847387906	0.7551147568750075	FALSE
Deactivation of the beta-catenin transactivating complex	0.9057528759849031	-0.8031993026393727	FALSE
Deadenylation of mRNA	0.8028523970445042	-0.914149731427731	FALSE
Deadenylation-dependent mRNA decay	0.16297636618064804	-1.4637415250948502	FALSE
Death Receptor Signaling	0.4540952758245024	1.1256466065899944	TRUE
Dectin-1 mediated noncanonical NF-kB signaling	0.0955217617832097	-1.5279187309301119	FALSE
Dectin-2 family	0.6601469882452383	1.0796745469165272	FALSE
Defective B3GALT6 causes EDSP2 and SEMDJL1	0.8191853013578312	0.877348480342462	FALSE
Defective B3GALTL causes PpS	0.385596546310832	1.385937985817894	FALSE
Defective B3GAT3 causes JDSSDHD	0.9067985166872683	-0.7429115056467674	FALSE
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	0.6601469882452383	1.0992436473645573	FALSE
Defective B4GALT7 causes EDS, progeroid type	0.84424027206283	0.8602838398770778	FALSE
Defective C1GALT1C1 causes TNPS	0.48205958625221484	1.3025823344253447	FALSE
Defective CFTR causes cystic fibrosis	0.2857001239157373	-1.3215155590921737	FALSE
Defective CHST14 causes EDS, musculocontractural type	0.6286433316526462	1.1544313696479311	FALSE
Defective CHST3 causes SEDCJD	0.3969927824193434	1.3067879637921205	FALSE
Defective CHST6 causes MCDC1	0.7611574974265127	0.9870862520866386	FALSE
Defective CHSY1 causes TPBS	0.726231945624469	-1.0267318016620912	FALSE
Defective CYP11A1 causes AICSR	0.9111088046889304	-0.754428171881144	FALSE
Defective EXT1 causes exostoses 1, TRPS2 and CHDS	0.9557737843551797	-0.6629848681721028	FALSE
Defective EXT2 causes exostoses 2	0.9557737843551797	-0.6629848681721028	FALSE
Defective GALNT12 causes CRCS1	0.6677248335629018	1.0970918161986642	FALSE
Defective GALNT3 causes HFTC	0.31691086053221673	1.4410653742454576	FALSE
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	0.4365560901494049	-1.2950508277875226	FALSE
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	0.4365560901494049	-1.2950508277875226	FALSE
Defective HLCS causes multiple carboxylase deficiency	0.9897277611404367	-0.5099763417317608	FALSE
Defective Intrinsic Pathway for Apoptosis	0.7353971898447713	0.9719652956467778	FALSE
Defective RIPK1-mediated regulated necrosis	0.9655730337078653	0.5784644772729589	FALSE
Defective ST3GAL3 causes MCT12 and EIEE15	0.7611574974265127	0.9870862520866386	FALSE
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	0.0025975930684165025	-1.9252297060385541	FALSE
Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	0.6637575356489189	-1.0548008756995737	TRUE
Defective factor IX causes hemophilia B	0.8443178810868031	-0.8832385896433007	FALSE
Defective factor VIII causes hemophilia A	0.7783799177710253	0.9846000163385409	FALSE
Defective homologous recombination repair (HRR) due to BRCA1 loss of function	0.4365560901494049	-1.2950508277875226	FALSE
Defective homologous recombination repair (HRR) due to BRCA2 loss of function	0.05320107475142953	-1.6653986198190693	FALSE
Defective homologous recombination repair (HRR) due to PALB2 loss of function	0.4365560901494049	-1.2950508277875226	FALSE
Defective pyroptosis	0.10317693184992376	-1.603140269382889	FALSE
Defects in Toll-like Receptor Cascades	0.04159045881395194	1.8435167849265042	FALSE
Defects in biotin (Btn) metabolism	0.9897277611404367	-0.5099763417317608	FALSE
Defects in vitamin and cofactor metabolism	0.6677248335629018	1.054574856380732	FALSE
Defects of Formation of Fibrin Clot (Clotting Cascade)	0.6741021932995903	1.1016910785496603	FALSE
Defensins	0.3350239625196106	1.3326019051553732	FALSE
Degradation of AXIN	0.13950505066137492	-1.4606029378745913	FALSE
Degradation of DVL	0.24874647678386	-1.3937939036366738	FALSE
Degradation of GLI1 by the proteasome	0.17663529728171096	-1.4328223607331452	FALSE
Degradation of GLI2 by the proteasome	0.21205646205646206	-1.41570818019228	FALSE
Degradation of beta-catenin by the destruction complex	0.2446220088115275	-1.340744898728234	FALSE
Degradation of cysteine and homocysteine	0.936545293072824	-0.696671956620325	FALSE
Degradation of the extracellular matrix	0.8199297550432276	0.914943172275415	FALSE
Depolymerization of the Nuclear Lamina	0.13845468344975936	-1.6153333698823285	TRUE
Deposition of new CENPA-containing nucleosomes at the centromere	0.002879646484398281	-1.915778940202244	FALSE
Depurination	0.5753378378378379	1.2231913160352192	FALSE
Depyrimidination	0.5753378378378379	1.2231913160352192	FALSE
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	0.7353971898447713	0.9719652956467778	FALSE
Dermatan sulfate biosynthesis	0.6217419090311453	1.1650660038269613	FALSE
Detoxification of Reactive Oxygen Species	0.8411795352048301	0.8748929094611013	FALSE
Deubiquitination	4.007543437588797e-4	-1.6807310136895381	TRUE
Developmental Biology	8.690387226875069e-4	-1.4317374505239266	FALSE
Dimerization of procaspase-8	0.8482624649255343	0.8482953145881533	FALSE
Disassembly of the destruction complex and recruitment of AXIN to the membrane	0.864227753113349	-0.8246264709580888	FALSE
Disease	6.795105987778294e-8	-1.5752935805130965	FALSE
Diseases associated with O-glycosylation of proteins	0.32563794760550113	1.3683759981117793	FALSE
Diseases associated with glycosaminoglycan metabolism	0.8115880683575095	-0.9009011637482519	FALSE
Diseases associated with visual transduction	0.6677248335629018	-1.0807011098693364	FALSE
Diseases of DNA Double-Strand Break Repair	0.05320107475142953	-1.6653986198190693	FALSE
Diseases of DNA repair	0.05320107475142953	-1.6653986198190693	FALSE
Diseases of Immune System	0.04159045881395194	1.8435167849265042	FALSE
Diseases of carbohydrate metabolism	0.7071755688963766	1.0310211030842842	FALSE
Diseases of glycosylation	0.5962432269717037	1.093406045707883	FALSE
Diseases of hemostasis	0.6741021932995903	1.1016910785496603	FALSE
Diseases of metabolism	0.4141911764705883	1.1789842952224812	FALSE
Diseases of mitotic cell cycle	0.051523645304120534	-1.6010102594768194	TRUE
Diseases of programmed cell death	0.864227753113349	-0.8393579186016981	FALSE
Diseases of signal transduction by growth factor receptors and second messengers	0.22216658860013247	-1.2367431651947591	FALSE
Diseases of the neuronal system	0.6677248335629018	-1.0807011098693364	FALSE
Disinhibition of SNARE formation	0.2259828139310909	1.5126644463096577	FALSE
Disorders of Developmental Biology	0.9716802605978795	-0.6274495976828358	FALSE
Disorders of Nervous System Development	0.9716802605978795	-0.6274495976828358	FALSE
Disorders of transmembrane transporters	0.024359925301274805	-1.6224698856479278	FALSE
Dissolution of Fibrin Clot	0.6496059505888604	1.09023437861246	FALSE
Dopamine Neurotransmitter Release Cycle	0.9193740415216927	0.7026189269296451	FALSE
Downregulation of ERBB2 signaling	0.6915812867561517	1.0205974385173442	FALSE
Downregulation of ERBB2:ERBB3 signaling	0.6677248335629018	1.0601115784635726	FALSE
Downregulation of ERBB4 signaling	0.8582032304784348	0.8282795965609823	FALSE
Downregulation of SMAD2/3:SMAD4 transcriptional activity	0.6311500888099467	-1.0932696952031096	FALSE
Downregulation of TGF-beta receptor signaling	0.9006166091620263	0.7937669714599075	FALSE
Downstream TCR signaling	0.017484596074669026	1.6736368606950893	TRUE
Downstream signal transduction	0.09184517576784157	-1.6072881091336049	FALSE
Downstream signaling events of B Cell Receptor (BCR)	0.4471983357305563	-1.1862858489415242	FALSE
Downstream signaling of activated FGFR1	0.4857059225290272	-1.2142913951012893	FALSE
Downstream signaling of activated FGFR2	0.26078095253142053	-1.4724562612007803	FALSE
Downstream signaling of activated FGFR3	0.2843263914009612	-1.4448634860465808	FALSE
Downstream signaling of activated FGFR4	0.2843263914009612	-1.4448634860465808	FALSE
Drug ADME	0.632372760388184	-1.0815176225376955	FALSE
Drug resistance in ERBB2 KD mutants	0.9282435274534322	-0.6786540269961503	FALSE
Drug resistance in ERBB2 TMD/JMD mutants	0.9282435274534322	-0.6786540269961503	FALSE
Drug-mediated inhibition of CDK4/CDK6 activity	0.6314394471255105	-1.1296190924166096	FALSE
Drug-mediated inhibition of ERBB2 signaling	0.9282435274534322	-0.6786540269961503	FALSE
Dual Incision in GG-NER	0.630536353399506	-1.0796286047821588	FALSE
Dual incision in TC-NER	0.13196923371513747	-1.4843532747925752	FALSE
E2F mediated regulation of DNA replication	0.024226932824130656	-1.7723960295524612	FALSE
E2F-enabled inhibition of pre-replication complex formation	0.051523645304120534	-1.677850417389379	FALSE
E3 ubiquitin ligases ubiquitinate target proteins	0.9409439180777864	0.7847204207060875	FALSE
ECM proteoglycans	0.9282435274534322	0.7496575513028402	FALSE
EGFR Transactivation by Gastrin	0.7346826902804133	-0.9836890251969606	FALSE
EGFR downregulation	0.9276555705727346	-0.7333312229357041	FALSE
EGFR interacts with phospholipase C-gamma	0.9542540792540793	0.6239218045530994	FALSE
EGR2 and SOX10-mediated initiation of Schwann cell myelination	0.8115880683575095	-0.9124079637617786	FALSE
EML4 and NUDC in mitotic spindle formation	3.6933666857099405e-7	-2.215805403257436	FALSE
EPH-Ephrin signaling	0.9572342889398953	-0.7590810185423772	FALSE
EPH-ephrin mediated repulsion of cells	0.8505848514871505	0.894205536857967	FALSE
EPHA-mediated growth cone collapse	0.9844809776553165	-0.5939846578888847	FALSE
EPHB-mediated forward signaling	0.9409439180777864	0.752936182698768	FALSE
ER Quality Control Compartment (ERQC)	0.703150647182629	1.007697432854125	FALSE
ER to Golgi Anterograde Transport	0.6825513960456892	1.022042130818416	FALSE
ER-Phagosome pathway	0.4649746316937353	1.1455660932709482	FALSE
ERBB2 Activates PTK6 Signaling	0.6194202082746973	1.1348544807441021	FALSE
ERBB2 Regulates Cell Motility	0.8521097890335196	-0.8412165225418538	FALSE
ERK/MAPK targets	0.9975991296845107	0.5077101958206903	FALSE
ERK1/ERK2 pathway	0.7078510102088761	-1.0014117678247172	FALSE
ERKs are inactivated	0.9801109184405644	0.61781835125464	FALSE
ESR-mediated signaling	0.4170066533169691	-1.1718794079260069	FALSE
Early Phase of HIV Life Cycle	0.632372760388184	-1.1219017378613747	FALSE
Early SARS-CoV-2 Infection Events	0.9844809776553165	0.6174446011075244	FALSE
Elastic fibre formation	0.7353267597216887	-0.9750543000098609	FALSE
Endogenous sterols	0.9165152316130312	0.7156036658957469	FALSE
Endosomal Sorting Complex Required For Transport (ESCRT)	0.6211556361261775	1.0938412559167294	FALSE
Endosomal/Vacuolar pathway	0.36239754098360655	1.4175195165927394	FALSE
Energy dependent regulation of mTOR by LKB1-AMPK	0.9655730337078653	0.6935172121709895	FALSE
Ephrin signaling	0.5968486015151485	-1.137071864272274	FALSE
Epigenetic regulation of gene expression	1.2677896692735134e-4	-1.9155805434426483	TRUE
Erythrocytes take up carbon dioxide and release oxygen	0.8020225136676153	-0.9664237661470085	FALSE
Erythrocytes take up oxygen and release carbon dioxide	0.7407652199456561	-1.0041152379513196	FALSE
Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	0.4729297309968939	1.3288373473813033	FALSE
Erythropoietin activates Phospholipase C gamma (PLCG)	0.9409439180777864	0.6428955363764645	FALSE
Erythropoietin activates RAS	0.6929364325123413	-1.0287341511572576	FALSE
Erythropoietin activates STAT5	0.9409439180777864	0.6428751802445009	FALSE
Establishment of Sister Chromatid Cohesion	0.3075258918296893	-1.429919002381847	FALSE
Estrogen biosynthesis	0.936545293072824	0.65511506796553165	FALSE
Estrogen-dependent gene expression	0.30246557268904095	-1.2867512619813168	FALSE
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.5355414650425496	1.1708750114876163	FALSE
Estrogen-stimulated signaling through PRKCZ	0.3877842292251493	-1.3581354341797234	FALSE
Ethanol oxidation	0.014722274698874566	1.6932883194142947	FALSE
Eukaryotic Translation Elongation	3.6311762773356724e-11	-2.4364557797367805	TRUE
Eukaryotic Translation Initiation	3.6987218894715376e-9	-2.2700441569971836	FALSE
Eukaryotic Translation Termination	4.01659673256969e-11	-2.4331850879351165	FALSE
Export of Viral Ribonucleoproteins from Nucleus	0.0027604374245958825	-1.9329471306495567	FALSE
Expression and translocation of olfactory receptors	0.84424027206283	-0.8846807188530493	FALSE
Extension of Telomeres	0.24874647678386	-1.4275150259037475	FALSE
Extra-nuclear estrogen signaling	0.7580158179742065	0.9573286871064316	FALSE
Extracellular matrix organization	0.754705643639781	-0.9717867343788935	FALSE
Extrinsic Pathway of Fibrin Clot Formation	0.4334947538337369	1.2370859798571991	FALSE
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	0.11859710370950476	-1.4912374773865265	FALSE
FBXW7 Mutants and NOTCH1 in Cancer	0.9655730337078653	-0.6138665712972013	FALSE
FCERI mediated Ca+2 mobilization	0.7783799177710253	-0.9225466700170164	FALSE
FCERI mediated MAPK activation	0.8578297002132012	0.8553236749167102	FALSE
FCERI mediated NF-kB activation	0.3432117854228407	-1.2552771543917252	FALSE
FCGR activation	0.5237077523703291	-1.2182562448522984	FALSE
FCGR3A-mediated IL10 synthesis	0.4365560901494049	-1.2545957192384334	FALSE
FCGR3A-mediated phagocytosis	0.6601469882452383	-1.0380758639243062	FALSE
FGFR1 ligand binding and activation	0.784389200748463	0.9623320998241391	FALSE
FGFR1 mutant receptor activation	0.6601469882452383	-1.0751634781307706	FALSE
FGFR1b ligand binding and activation	0.5410029498525074	1.222999410530282	FALSE
FGFR1c ligand binding and activation	0.784389200748463	0.9623320998241391	FALSE
FGFR2 alternative splicing	0.005466437013859469	-1.8713273791592622	FALSE
FGFR2 ligand binding and activation	0.9951213836321174	0.44178415028617296	FALSE
FGFR2 mutant receptor activation	0.08202164867994483	-1.6130741187548032	FALSE
FGFR2b ligand binding and activation	0.8199297550432276	0.8816546529475062	FALSE
FGFR2c ligand binding and activation	0.7449228269699432	-1.0196607149457986	FALSE
FGFR3 ligand binding and activation	0.5304410701373825	1.258458273439384	TRUE
FGFR3 mutant receptor activation	0.7958154322048462	-0.9671167773550009	FALSE
FGFR3b ligand binding and activation	0.84424027206283	-0.8988474258915952	FALSE
FGFR3c ligand binding and activation	0.5304410701373825	1.258458273439384	TRUE
FGFR4 ligand binding and activation	0.7958154322048462	-0.9671167773550009	FALSE
FGFRL1 modulation of FGFR1 signaling	0.6398284243637403	-1.124087803216131	FALSE
FLT3 Signaling	0.936545293072824	-0.7264468355240907	FALSE
FLT3 signaling by CBL mutants	0.7346448282001068	1.0065475957492749	FALSE
FLT3 signaling in disease	0.9159393073416343	0.7759447943110771	FALSE
FLT3 signaling through SRC family kinases	0.9629398584966964	0.5999513204159628	FALSE
FOXO-mediated transcription	0.6226382171645329	1.064824569832503	FALSE
FOXO-mediated transcription of cell cycle genes	0.6828707042584238	1.048761580510627	FALSE
FOXO-mediated transcription of cell death genes	0.6828707042584238	1.0480681743590885	FALSE
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.8701545474631656	-0.8352574746674608	FALSE
FRS-mediated FGFR1 signaling	0.6374362328319163	-1.115400574339269	FALSE
FRS-mediated FGFR2 signaling	0.30795063386785326	-1.4228667449612933	FALSE
FRS-mediated FGFR3 signaling	0.33853253345639134	-1.3850870690338946	FALSE
FRS-mediated FGFR4 signaling	0.33853253345639134	-1.3850870690338946	FALSE
Factors involved in megakaryocyte development and platelet production	0.9123753451541499	-0.8134180144237568	FALSE
Fanconi Anemia Pathway	0.7399731016684236	-0.9620909626582531	FALSE
FasL/ CD95L signaling	0.8888517613855248	0.7366797129290097	FALSE
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	0.8914547747334632	-0.7699868038763777	FALSE
Fatty acid metabolism	0.21707817148276864	1.3266901004264724	FALSE
Fatty acyl-CoA biosynthesis	0.676140875332804	-1.0419443941533513	FALSE
Fc epsilon receptor (FCERI) signaling	0.45939253406618574	-1.1477691429717103	FALSE
Fcgamma receptor (FCGR) dependent phagocytosis	0.5952170369214227	-1.1059332326377935	FALSE
Fertilization	0.5355414650425496	1.2479526411412154	FALSE
Fibronectin matrix formation	0.932257283023439	0.6620691260199665	FALSE
Folding of actin by CCT/TriC	0.6712727819699666	-1.0643269211883455	FALSE
Formation of ATP by chemiosmotic coupling	0.18729066225930083	-1.381148641025459	FALSE
Formation of Fibrin Clot (Clotting Cascade)	0.339351472684806	1.393299586399032	FALSE
Formation of HIV elongation complex in the absence of HIV Tat	0.26279635258358663	-1.3704823907990384	FALSE
Formation of HIV-1 elongation complex containing HIV-1 Tat	0.2831567755722191	-1.3487776235142304	FALSE
Formation of Incision Complex in GG-NER	0.941714672992206	0.7737368666452729	FALSE
Formation of RNA Pol II elongation complex	0.2613971860810783	-1.3759571337247816	FALSE
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	0.07507064292651443	-1.6048867810088343	FALSE
Formation of TC-NER Pre-Incision Complex	0.2805977584059776	-1.366142399928638	FALSE
Formation of WDR5-containing histone-modifying complexes	0.005381514919552603	-1.8674673357127407	FALSE
Formation of a pool of free 40S subunits	1.3768068395650244e-10	-2.410829540342717	FALSE
Formation of annular gap junctions	0.864227753113349	0.8013876359613595	FALSE
Formation of apoptosome	0.6720567120723026	1.0428459918936086	FALSE
Formation of axial mesoderm	0.13367908059791553	-1.5544455198123275	FALSE
Formation of definitive endoderm	0.760093960017316	-0.9547664437881538	FALSE
Formation of paraxial mesoderm	0.9409439180777864	0.6880393388884347	FALSE
Formation of the Early Elongation Complex	0.2976145399469898	-1.3833352389896092	FALSE
Formation of the Editosome	0.29063852813852814	1.2932627024978685	FALSE
Formation of the HIV-1 Early Elongation Complex	0.2976145399469898	-1.3833352389896092	FALSE
Formation of the beta-catenin:TCF transactivating complex	0.993424098025868	-0.5439133244203067	FALSE
Formation of the cornified envelope	0.703150647182629	1.0038764807048022	FALSE
Formation of the ternary complex, and subsequently, the 43S complex	4.315418527960264e-5	-2.1547344212049806	FALSE
Formation of tubulin folding intermediates by CCT/TriC	0.3877842292251493	-1.3154339660871863	FALSE
Formation of xylulose-5-phosphate	0.5010463508854369	1.293496389768838	FALSE
Formyl peptide receptors bind formyl peptides and many other ligands	0.12034008128422584	1.5423112945128594	FALSE
Free fatty acids regulate insulin secretion	0.7527217741935484	0.9405298951059357	FALSE
Frs2-mediated activation	0.7710201793721972	-0.946422573136751	TRUE
Fructose catabolism	0.8971942678907722	-0.8170317486502968	FALSE
Fructose metabolism	0.8683347816966828	-0.854319360899772	FALSE
G alpha (12/13) signalling events	0.7369711411421271	0.9793573442030722	FALSE
G alpha (i) signalling events	0.8201827727007583	-0.9194635912636376	FALSE
G alpha (q) signalling events	0.8511137803013757	0.8936822910215526	FALSE
G alpha (s) signalling events	0.8729740847387906	-0.8443428640554522	FALSE
G alpha (z) signalling events	0.8722753174496343	0.8104858074457411	FALSE
G beta:gamma signalling through BTK	0.6587998634983926	-1.079505648422068	FALSE
G beta:gamma signalling through CDC42	0.6660093840945537	-1.0717819160044277	FALSE
G beta:gamma signalling through PI3Kgamma	0.528534910222058	-1.205839831193543	FALSE
G beta:gamma signalling through PLC beta	0.7169806134369726	-1.006422275858095	FALSE
G protein gated Potassium channels	0.6587998634983926	-1.079505648422068	FALSE
G-protein activation	0.5596439923712652	-1.1746690976122587	FALSE
G-protein beta:gamma signalling	0.6226382171645329	-1.0953095590119672	FALSE
G-protein mediated events	0.5755449047129978	-1.1412733961784631	FALSE
G0 and Early G1	0.05002192661862283	-1.692432050395135	FALSE
G1 Phase	0.6587998634983926	-1.041025877529095	FALSE
G1/S DNA Damage Checkpoints	0.19965486739358163	-1.4258277804995612	FALSE
G1/S Transition	2.181806611461498e-4	-1.8604167818612498	FALSE
G1/S-Specific Transcription	0.023960343426210673	-1.7580789010516107	FALSE
G2 Phase	0.23444391069143128	-1.4144310859751554	FALSE
G2/M Checkpoints	8.020297736702649e-8	-2.1871724340451193	TRUE
G2/M DNA damage checkpoint	0.0010776146439537924	-1.92979426939905	FALSE
G2/M DNA replication checkpoint	0.018587000655066546	-1.6885486171253632	FALSE
G2/M Transition	0.02537453001161233	-1.5242159507390547	FALSE
GAB1 signalosome	0.8764866033348524	-0.8268170424262301	FALSE
GABA B receptor activation	0.8775294135539247	-0.8080443421165419	FALSE
GABA receptor activation	0.9376850973519623	-0.7068774797048408	FALSE
GABA synthesis, release, reuptake and degradation	0.4247118155619597	1.3496388236395065	FALSE
GDP-fucose biosynthesis	0.9152914559488954	0.7017167547312427	FALSE
GLI3 is processed to GLI3R by the proteasome	0.21205646205646206	-1.41570818019228	FALSE
GP1b-IX-V activation signalling	0.3922994652406417	-1.3214168216312412	FALSE
GPCR downstream signalling	0.5431838749485809	1.0780905921801072	FALSE
GPCR ligand binding	0.6805056065239552	1.0372566308784652	FALSE
GPER1 signaling	0.7102549349384792	-1.0125455677918396	FALSE
GPVI-mediated activation cascade	0.8191853013578312	0.8759282345669365	FALSE
GRB2 events in EGFR signaling	0.921118057083839	-0.7327238000682094	FALSE
GRB2 events in ERBB2 signaling	0.8552725252209548	-0.855753931311533	FALSE
GRB2:SOS provides linkage to MAPK signaling for Integrins	0.9891239235868563	-0.5637606662108301	FALSE
GRB7 events in ERBB2 signaling	0.983427040066924	0.5333832773179734	FALSE
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	0.1469116538419404	-1.4522412221167225	FALSE
GTP hydrolysis and joining of the 60S ribosomal subunit	1.5079584984544883e-9	-2.3087864083484426	FALSE
Gain-of-function MRAS complexes activate RAF signaling	0.9152914559488954	0.7264034303410793	FALSE
Gamma carboxylation, hypusine formation and arylsulfatase activation	0.9201142327878976	-0.759723219428296	FALSE
Gamma-carboxylation of protein precursors	0.5909477912780059	1.1875783443257413	FALSE
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	0.6771157194378808	1.1144040010193772	FALSE
Gap junction degradation	0.8578297002132012	0.8288214427785441	FALSE
Gap junction trafficking	0.8615374597681904	0.8364753289430574	FALSE
Gap junction trafficking and regulation	0.936545293072824	0.6990640145364292	FALSE
Gap-filling DNA repair synthesis and ligation in GG-NER	0.7022086509467236	-1.0395159220188321	FALSE
Gap-filling DNA repair synthesis and ligation in TC-NER	0.1473208785044528	-1.5013355803998174	FALSE
Gastrin-CREB signalling pathway via PKC and MAPK	0.8145131311004595	-0.9040505048777683	FALSE
Gastrulation	0.5410029498525074	-1.1828764057146632	FALSE
Gene Silencing by RNA	3.3423752480466503e-6	-2.2128935298828805	FALSE
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	0.46932547921394435	-1.2326994715321231	FALSE
Gene expression (Transcription)	3.6311762773356724e-11	-1.6724845060441786	TRUE
Generation of second messenger molecules	1.128166199855026e-5	2.2806812002851053	TRUE
Generic Transcription Pathway	3.7555397083268233e-6	-1.543585621223819	TRUE
Global Genome Nucleotide Excision Repair (GG-NER)	0.584128568414561	-1.1012313672232938	FALSE
Glucagon signaling in metabolic regulation	0.5255516286178241	-1.1879734294831055	FALSE
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	0.8645934992969978	0.8356655979399397	FALSE
Glucagon-type ligand receptors	0.7036805456870826	-1.0263833752797762	FALSE
Glucocorticoid biosynthesis	0.26279635258358663	1.3004511930727407	FALSE
Gluconeogenesis	0.021199353161948153	-1.8007971232094544	FALSE
Glucose metabolism	0.002054104185710025	-1.832748053580814	FALSE
Glucuronidation	0.5102239532619279	1.2558050251156982	FALSE
Glutamate Neurotransmitter Release Cycle	0.8841453674121407	0.7536321107639974	TRUE
Glutamate and glutamine metabolism	0.7449228269699432	-0.9539808840970645	FALSE
Glutamate binding, activation of AMPA receptors and synaptic plasticity	0.27079503591651716	-1.4586469055825577	FALSE
Glutathione conjugation	0.9325432136163123	0.7508105862133947	FALSE
Glutathione synthesis and recycling	0.77315170633782615	-0.9417525946740409	FALSE
Glycerophospholipid biosynthesis	0.8892290186756588	-0.8397193886943616	FALSE
Glycogen breakdown (glycogenolysis)	0.9844809776553165	0.5995004385937461	FALSE
Glycogen metabolism	0.8191853013578312	0.8758281806487642	FALSE
Glycogen storage diseases	0.7071755688963766	1.0310211030842842	FALSE
Glycogen synthesis	0.8701545474631656	0.8089499280311234	FALSE
Glycolysis	0.0030514324894272945	-1.8554169016865658	FALSE
Glycoprotein hormones	0.2762345346960732	1.374083887076886	FALSE
Glycosaminoglycan metabolism	0.8191853013578312	0.919508592949654	FALSE
Glycosphingolipid metabolism	0.3030403172504957	1.3860388131246273	FALSE
Glyoxylate metabolism and glycine degradation	0.2527273635181788	-1.4504916881700236	FALSE
Golgi Associated Vesicle Biogenesis	0.9716802605978795	0.7210722613054954	FALSE
Golgi Cisternae Pericentriolar Stack Reorganization	0.04713038091203314	-1.733608181293399	TRUE
Golgi-to-ER retrograde transport	0.9897277611404367	-0.7245175078593968	FALSE
Growth hormone receptor signaling	0.6645813462965052	1.0661638383193048	FALSE
HATs acetylate histones	0.19139715749896752	-1.3870088043006397	TRUE
HCMV Early Events	2.1426025048900513e-4	-2.040963518393561	FALSE
HCMV Infection	0.02203392115040721	-1.5939519405848	FALSE
HCMV Late Events	0.16167840054837862	-1.4501560757149023	FALSE
HDACs deacetylate histones	0.2527273635181788	-1.4529438714080987	FALSE
HDL assembly	0.9681187338557856	-0.5995591259784913	FALSE
HDL clearance	0.676140875332804	1.0996518207939985	FALSE
HDL remodeling	0.6734070737380623	-1.0780922455920603	FALSE
HDMs demethylate histones	0.9891239235868563	-0.6148959802871912	FALSE
HDR through Homologous Recombination (HRR)	0.05471594571180597	-1.6220973393247526	FALSE
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	0.007958872789470453	-1.7387977906612195	FALSE
HDR through MMEJ (alt-NHEJ)	0.864227753113349	-0.8116082558685407	FALSE
HDR through Single Strand Annealing (SSA)	0.13845468344975936	-1.522008946087463	FALSE
HIV Infection	7.947784323789369e-4	-1.669431014762135	FALSE
HIV Life Cycle	0.051523645304120534	-1.5067516965948402	FALSE
HIV Transcription Elongation	0.2831567755722191	-1.3487776235142304	FALSE
HIV Transcription Initiation	0.4320212765957447	-1.2203899295840777	FALSE
HIV elongation arrest and recovery	0.050769702725835676	-1.6772531307781173	FALSE
HS-GAG biosynthesis	0.953569586679437	-0.6821414759141519	FALSE
HS-GAG degradation	0.8022628008235732	0.9168947311506578	FALSE
HSF1 activation	0.6952715743038324	-1.021971187088681	FALSE
HSF1-dependent transactivation	0.2564701886867839	1.4429715311928657	FALSE
HSP90 chaperone cycle for SHRs	0.6557611513363726	1.0618744145311139	FALSE
Hedgehog 'off' state	0.5079455886092042	-1.1422727952466538	FALSE
Hedgehog 'on' state	0.27563782991202346	-1.3168954023730077	FALSE
Hedgehog ligand biogenesis	0.18526045588743403	-1.4503635978769969	FALSE
Heme biosynthesis	0.9165152316130312	-0.7429722295751063	FALSE
Heme degradation	0.4446599587828828	1.3435499178056527	FALSE
Heme signaling	0.8191853013578312	-0.9066455701063483	FALSE
Hemostasis	0.9614584861555314	-0.8442861216170754	FALSE
Heparan sulfate/heparin (HS-GAG) metabolism	0.9681187338557856	-0.651750737689302	FALSE
Hh mutants abrogate ligand secretion	0.2397228939285014	-1.4041112154128252	FALSE
Hh mutants are degraded by ERAD	0.2397228939285014	-1.4041112154128252	FALSE
Histidine catabolism	0.6179105557590641	1.1689563321687406	FALSE
Homologous DNA Pairing and Strand Exchange	0.004842547199848186	-1.8685257783222122	TRUE
Homology Directed Repair	0.0038143747896996335	-1.7556204703561953	FALSE
Host Interactions of HIV factors	4.67261611864091e-4	-1.8353212784040063	FALSE
HuR (ELAVL1) binds and stabilizes mRNA	0.4857059225290272	-1.2499895404553683	FALSE
