Pathway	FDR	Sig in sSNAPPY
Signaling by FGFR2 IIIa TM	0.1874768606987893	FALSE
Activation of RAC1 downstream of NMDARs	0.18820887019276145	FALSE
Regulation of HSF1-mediated heat shock response	0.18857294184864415	FALSE
Signaling by FGFR4 in disease	0.18961533746826134	FALSE
Defective pyroptosis	0.18980386696436435	FALSE
CDK-mediated phosphorylation and removal of Cdc6	0.19078664670684067	FALSE
Post NMDA receptor activation events	0.19078664670684067	FALSE
Nucleotide biosynthesis	0.19078664670684067	FALSE
FRS-mediated FGFR1 signaling	0.19078664670684067	FALSE
Costimulation by the CD28 family	0.19078664670684067	FALSE
Josephin domain DUBs	0.191295306615731	FALSE
Nef Mediated CD8 Down-regulation	0.1915990520016667	FALSE
CS/DS degradation	0.19189917007820834	FALSE
Mitochondrial translation elongation	0.19259310647087907	FALSE
WNT5A-dependent internalization of FZD2, FZD5 and ROR2	0.19259310647087907	FALSE
The role of GTSE1 in G2/M progression after G2 checkpoint	0.19259310647087907	TRUE
RNA Polymerase I Promoter Clearance	0.19259310647087907	FALSE
RNA Polymerase I Transcription	0.19259310647087907	FALSE
Biosynthesis of EPA-derived SPMs	0.19259310647087907	FALSE
Biosynthesis of E-series 18(S)-resolvins	0.19259310647087907	FALSE
Processing of SMDT1	0.19372832460673545	FALSE
RHOD GTPase cycle	0.19372832460673545	FALSE
Triglyceride metabolism	0.19445146106105457	FALSE
DNA Damage Recognition in GG-NER	0.19445146106105457	FALSE
Activation of NMDA receptors and postsynaptic events	0.19445146106105457	FALSE
Carnitine metabolism	0.19469740932417726	FALSE
Regulation of MECP2 expression and activity	0.19493885625128612	FALSE
Lewis blood group biosynthesis	0.19641347937244805	FALSE
MET activates RAS signaling	0.19721187815007798	FALSE
Signaling by ERBB2 TMD/JMD mutants	0.19729024969960915	FALSE
Acyl chain remodeling of CL	0.1977019508626701	FALSE
Antigen processing: Ubiquitination & Proteasome degradation	0.19841125981893118	FALSE
RNA Polymerase III Transcription Initiation	0.19952838883563506	FALSE
Nonhomologous End-Joining (NHEJ)	0.19952838883563506	FALSE
G2 Phase	0.19952838883563506	FALSE
FOXO-mediated transcription of cell death genes	0.2000567105653915	FALSE
LXRs regulate gene expression linked to cholesterol transport and efflux	0.20014344220119298	FALSE
O-linked glycosylation of mucins	0.20096667727317846	FALSE
Chylomicron assembly	0.20179459113134002	FALSE
POLB-Dependent Long Patch Base Excision Repair	0.203870640597816	FALSE
Autodegradation of Cdh1 by Cdh1:APC/C	0.2042052873339917	FALSE
Formation of RNA Pol II elongation complex	0.2042052873339917	FALSE
RNA Polymerase II Transcription Elongation	0.2042052873339917	FALSE
Cytosolic sulfonation of small molecules	0.2042052873339917	FALSE
MAPK6/MAPK4 signaling	0.20437964727989635	FALSE
Regulation of cholesterol biosynthesis by SREBP (SREBF)	0.20464944644626915	FALSE
Negative feedback regulation of MAPK pathway	0.20478816230026034	FALSE
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	0.20743416050257435	FALSE
Intrinsic Pathway of Fibrin Clot Formation	0.20743416050257435	FALSE
Activation of rRNA Expression by ERCC6 (CSB) and EHMT2 (G9a)	0.20832573054267764	FALSE
Collagen degradation	0.2093124185350734	FALSE
Mitochondrial translation termination	0.21000203328162112	FALSE
Activated NTRK2 signals through CDK5	0.21341730138594484	FALSE
Prolactin receptor signaling	0.2137370942823018	FALSE
Cytosolic sensors of pathogen-associated DNA	0.21539295695511596	FALSE
Insulin receptor signalling cascade	0.21539295695511596	FALSE
DNA replication initiation	0.21625302957217193	FALSE
Transcriptional regulation by RUNX2	0.21625302957217193	FALSE
Phase II - Conjugation of compounds	0.21695919687242587	FALSE
RAC3 GTPase cycle	0.21791445810086005	FALSE
Mitochondrial translation initiation	0.21791445810086005	FALSE
Developmental Biology	0.21817048561878022	FALSE
Signaling by NTRK3 (TRKC)	0.2186163925559651	FALSE
Ethanol oxidation	0.21985779677470313	FALSE
Mitochondrial translation	0.22155240567228707	FALSE
Signaling by FGFR3	0.2254164482860078	FALSE
Inhibition of DNA recombination at telomere	0.2254164482860078	FALSE
Mitochondrial protein import	0.2258161659240538	FALSE
Lagging Strand Synthesis	0.2262404418474459	FALSE
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	0.2262404418474459	FALSE
Uptake of dietary cobalamins into enterocytes	0.22656623994295555	FALSE
Global Genome Nucleotide Excision Repair (GG-NER)	0.22909774191375934	FALSE
2-LTR circle formation	0.23150524099352568	FALSE
ALPK1 signaling pathway	0.23460903365262398	FALSE
DNA methylation	0.23460903365262398	FALSE
HIV Transcription Elongation	0.23460903365262398	FALSE
Formation of HIV-1 elongation complex containing HIV-1 Tat	0.23460903365262398	FALSE
Tat-mediated elongation of the HIV-1 transcript	0.23460903365262398	FALSE
PTK6 promotes HIF1A stabilization	0.23493750719383696	FALSE
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	0.23575794771206074	FALSE
Regulation of PTEN gene transcription	0.2364107002987907	FALSE
Activated NTRK3 signals through RAS	0.23681585363392751	FALSE
TYSND1 cleaves peroxisomal proteins	0.23846990133221777	FALSE
Signaling by NOTCH	0.24419782397649004	FALSE
Telomere C-strand (Lagging Strand) Synthesis	0.2471471791092499	FALSE
Association of TriC/CCT with target proteins during biosynthesis	0.2471471791092499	FALSE
CaMK IV-mediated phosphorylation of CREB	0.2471471791092499	FALSE
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	0.24753222408785178	FALSE
Bile acid and bile salt metabolism	0.25110258404384134	FALSE
Negative regulators of RIG-I/MDA5 signaling	0.25110258404384134	FALSE
Linoleic acid (LA) metabolism	0.25110258404384134	FALSE
Activation of BH3-only proteins	0.25110258404384134	FALSE
Transcriptional regulation of testis differentiation	0.2511587905976599	FALSE
RNA Polymerase I Transcription Initiation	0.2523906475587938	FALSE
Integration of provirus	0.2523906475587938	FALSE
Interleukin-7 signaling	0.2526165033749597	FALSE
RNA Polymerase II Transcription Termination	0.2526165033749597	FALSE
Miscellaneous transport and binding events	0.2526165033749597	FALSE
Removal of aminoterminal propeptides from gamma-carboxylated proteins	0.2531749295149547	FALSE
Formation of xylulose-5-phosphate	0.2531749295149547	FALSE
Cellular response to heat stress	0.25699320967048456	FALSE
SCF-beta-TrCP mediated degradation of Emi1	0.25968115693359295	FALSE
Surfactant metabolism	0.26106330093116303	FALSE
Signaling by FGFR3 in disease	0.2621321412448644	FALSE
mRNA Editing: C to U Conversion	0.2621321412448644	FALSE
mRNA Editing	0.2621321412448644	FALSE
Formation of the Editosome	0.2621321412448644	FALSE
Formation of HIV elongation complex in the absence of HIV Tat	0.2621321412448644	FALSE
SHC1 events in ERBB4 signaling	0.2621321412448644	FALSE
STING mediated induction of host immune responses	0.2621321412448644	FALSE
PTEN Regulation	0.2625390134286073	FALSE
Biosynthesis of DHA-derived SPMs	0.2625390134286073	FALSE
Respiratory electron transport	0.26440792847216016	FALSE
Retrograde neurotrophin signalling	0.26514036265769675	FALSE
Frs2-mediated activation	0.2660411890042039	TRUE
Early Phase of HIV Life Cycle	0.2660411890042039	FALSE
Signaling by PDGFR in disease	0.2660411890042039	FALSE
Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	0.2660411890042039	FALSE
Signaling by PDGFRA extracellular domain mutants	0.2660411890042039	FALSE
Metabolism of Angiotensinogen to Angiotensins	0.26751569524541	FALSE
Downstream signal transduction	0.2679249366185773	FALSE
Recognition of DNA damage by PCNA-containing replication complex	0.2706025273629251	FALSE
FCGR3A-mediated IL10 synthesis	0.2708657427261119	FALSE
Synthesis of Ketone Bodies	0.2708657427261119	FALSE
Diseases of signal transduction by growth factor receptors and second messengers	0.27453833010696704	FALSE
MET Receptor Activation	0.2749269817361011	FALSE
Regulation of RUNX2 expression and activity	0.275237973917183	FALSE
VLDL assembly	0.27525003090083355	FALSE
Signaling by Nuclear Receptors	0.27525003090083355	FALSE
Interaction between L1 and Ankyrins	0.27677296654021816	FALSE
RND2 GTPase cycle	0.27750754253349974	FALSE
Beta-oxidation of very long chain fatty acids	0.27750754253349974	FALSE
Glycoprotein hormones	0.27805646506164255	FALSE
Peptide hormone biosynthesis	0.27805646506164255	FALSE
PKMTs methylate histone lysines	0.2781901392990998	FALSE
Metabolism of ingested SeMet, Sec, MeSec into H2Se	0.27919078760564814	FALSE
Amino acid and derivative metabolism	0.27928938645238083	FALSE
CDC6 association with the ORC:origin complex	0.27928938645238083	FALSE
Trafficking of AMPA receptors	0.27928938645238083	FALSE
Glutamate binding, activation of AMPA receptors and synaptic plasticity	0.27928938645238083	FALSE
Constitutive Signaling by EGFRvIII	0.2802565792583068	FALSE
Signaling by EGFRvIII in Cancer	0.2802565792583068	FALSE
Glucocorticoid biosynthesis	0.28443053858781286	FALSE
Synthesis of PA	0.2894268823918346	FALSE
Transport and synthesis of PAPS	0.2894268823918346	FALSE
Regulation of mRNA stability by proteins that bind AU-rich elements	0.2894268823918346	FALSE
FCGR activation	0.2947950656358409	FALSE
Diseases of glycosylation	0.29525871191606645	FALSE
Binding of TCF/LEF:CTNNB1 to target gene promoters	0.29535526277827884	FALSE
Spry regulation of FGF signaling	0.29535526277827884	FALSE
Potential therapeutics for SARS	0.2960051853282719	FALSE
Signaling by RNF43 mutants	0.2980066231837137	FALSE
Signaling by WNT	0.29927002725383695	FALSE
O-linked glycosylation	0.29927002725383695	FALSE
PTK6 Expression	0.29969606528481607	FALSE
PLCG1 events in ERBB2 signaling	0.3008118672096626	FALSE
Removal of the Flap Intermediate	0.3008118672096626	FALSE
Processive synthesis on the lagging strand	0.3008118672096626	FALSE
Senescence-Associated Secretory Phenotype (SASP)	0.3008118672096626	FALSE
Cyclin A:Cdk2-associated events at S phase entry	0.3013207588415012	FALSE
Alternative complement activation	0.3014450100583033	FALSE
Late endosomal microautophagy	0.3014450100583033	FALSE
Thrombin signalling through proteinase activated receptors (PARs)	0.3014450100583033	FALSE
Metabolism of steroids	0.3014450100583033	FALSE
Negative regulation of NOTCH4 signaling	0.3014450100583033	FALSE
Neddylation	0.3014450100583033	FALSE
Death Receptor Signaling	0.3014450100583033	TRUE
Cytosolic iron-sulfur cluster assembly	0.3014450100583033	FALSE
Activation of RAC1	0.3014450100583033	FALSE
Polymerase switching on the C-strand of the telomere	0.3014450100583033	FALSE
LXR-mediated signaling	0.30457136287535774	FALSE
Negative regulation of FGFR3 signaling	0.30457136287535774	FALSE
Negative regulation of FGFR4 signaling	0.30457136287535774	FALSE
Negative regulation of FGFR2 signaling	0.30746254680642654	FALSE
Negative regulation of activity of TFAP2 (AP-2) family transcription factors	0.30746254680642654	FALSE
Metabolism of polyamines	0.3102330594872865	FALSE
Regulation of ornithine decarboxylase (ODC)	0.3102330594872865	FALSE
RNA Polymerase II Pre-transcription Events	0.3102330594872865	FALSE
Synthesis of glycosylphosphatidylinositol (GPI)	0.3129922891323598	FALSE
Signaling by Retinoic Acid	0.3129922891323598	TRUE
KEAP1-NFE2L2 pathway	0.3129995436545748	FALSE
Beta-catenin independent WNT signaling	0.31484157467021856	FALSE
Signaling by PDGF	0.31484157467021856	FALSE
Signaling by NTRK1 (TRKA)	0.31484157467021856	FALSE
Synthesis of bile acids and bile salts	0.31484157467021856	FALSE
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	0.31484157467021856	FALSE
Interaction With Cumulus Cells And The Zona Pellucida	0.31484157467021856	FALSE
TCF dependent signaling in response to WNT	0.31484157467021856	FALSE
Intracellular signaling by second messengers	0.31484157467021856	FALSE
Sodium/Proton exchangers	0.31484157467021856	FALSE
Asymmetric localization of PCP proteins	0.3151387329792335	FALSE
RHOBTB1 GTPase cycle	0.3151387329792335	FALSE
IRF3-mediated induction of type I IFN	0.31586116392810776	FALSE
Degradation of beta-catenin by the destruction complex	0.3173097156392829	FALSE
Activation of C3 and C5	0.3176921795252603	FALSE
Transcription of the HIV genome	0.3176921795252603	FALSE
GRB2 events in ERBB2 signaling	0.3176921795252603	FALSE
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	0.3183664835874944	FALSE
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	0.3183664835874944	FALSE
RNA Pol II CTD phosphorylation and interaction with CE	0.3183664835874944	FALSE
Signaling by KIT in disease	0.32018529194839424	FALSE
Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	0.32018529194839424	FALSE
Inflammasomes	0.32018529194839424	FALSE
Disassembly of the destruction complex and recruitment of AXIN to the membrane	0.32018529194839424	FALSE
RHOH GTPase cycle	0.32018529194839424	FALSE
Initial triggering of complement	0.32018529194839424	FALSE
SCF(Skp2)-mediated degradation of p27/p21	0.32018529194839424	FALSE
PI3K/AKT Signaling	0.32018529194839424	FALSE
Gastrulation	0.32172171779477904	FALSE
Signaling by Rho GTPases	0.32172171779477904	FALSE
MAPK3 (ERK1) activation	0.32360648641597256	FALSE
Chondroitin sulfate/dermatan sulfate metabolism	0.3237854201916384	FALSE
HDACs deacetylate histones	0.3237854201916384	FALSE
mRNA decay by 3' to 5' exoribonuclease	0.32392536430598445	FALSE
Mitochondrial iron-sulfur cluster biogenesis	0.32404885334007744	FALSE
Extrinsic Pathway of Fibrin Clot Formation	0.32404885334007744	FALSE
Retrograde transport at the Trans-Golgi-Network	0.32439148324866945	FALSE
Regulation of pyruvate dehydrogenase (PDH) complex	0.32444527588248895	TRUE
Azathioprine ADME	0.32450253501789494	FALSE
YAP1- and WWTR1 (TAZ)-stimulated gene expression	0.3254807669520086	FALSE
Cellular response to hypoxia	0.325614159678247	FALSE
Lysosome Vesicle Biogenesis	0.325614159678247	FALSE
Axonal growth inhibition (RHOA activation)	0.325614159678247	FALSE
p75NTR regulates axonogenesis	0.325614159678247	FALSE
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	0.32586258875020174	FALSE
Role of second messengers in netrin-1 signaling	0.327185301630765	FALSE
Chaperonin-mediated protein folding	0.32855175560837074	FALSE
Dectin-1 mediated noncanonical NF-kB signaling	0.3286614865220951	FALSE
Interleukin-1 processing	0.33247959167618046	FALSE
PI3K Cascade	0.3329670274332509	FALSE
CRMPs in Sema3A signaling	0.3329670274332509	FALSE
Hydrolysis of LPC	0.3329670274332509	FALSE
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	0.3345817228938472	FALSE
FCERI mediated NF-kB activation	0.33522829659960707	FALSE
Signaling by ERBB2 ECD mutants	0.33523678093861253	FALSE
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	0.33523678093861253	FALSE
Signaling by CTNNB1 phospho-site mutants	0.33609407584621764	FALSE
Signaling by GSK3beta mutants	0.33609407584621764	FALSE
CTNNB1 S33 mutants aren't phosphorylated	0.33609407584621764	FALSE
CTNNB1 S37 mutants aren't phosphorylated	0.33609407584621764	FALSE
CTNNB1 S45 mutants aren't phosphorylated	0.33609407584621764	FALSE
CTNNB1 T41 mutants aren't phosphorylated	0.33609407584621764	FALSE
NRAGE signals death through JNK	0.33708165949630936	FALSE
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	0.33708165949630936	FALSE
Ketone body metabolism	0.33708165949630936	FALSE
Cyclin E associated events during G1/S transition	0.33708165949630936	FALSE
The NLRP3 inflammasome	0.33708165949630936	FALSE
Telomere Extension By Telomerase	0.33708165949630936	FALSE
Signaling by CSF3 (G-CSF)	0.33708165949630936	FALSE
Regulation of RAS by GAPs	0.33708165949630936	FALSE
Diseases associated with O-glycosylation of proteins	0.33708165949630936	FALSE
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	0.33708165949630936	FALSE
p53-Independent DNA Damage Response	0.33708165949630936	FALSE
p53-Independent G1/S DNA damage checkpoint	0.33708165949630936	FALSE
COPII-mediated vesicle transport	0.33746304019760925	FALSE
Serine biosynthesis	0.33997066654119296	FALSE
Activated NTRK2 signals through RAS	0.34036772056405606	FALSE
Platelet sensitization by LDL	0.3422829346945976	FALSE
CREB3 factors activate genes	0.3422829346945976	FALSE
Regulation of NF-kappa B signaling	0.3422829346945976	FALSE
Synthesis of 5-eicosatetraenoic acids	0.3422829346945976	FALSE
Acyl chain remodelling of PE	0.34240132425797415	FALSE
Resolution of Abasic Sites (AP sites)	0.34240132425797415	FALSE
Signaling by NOTCH4	0.3429886242886032	FALSE
Hedgehog 'on' state	0.3429886242886032	FALSE
Tie2 Signaling	0.3429886242886032	FALSE
The role of Nef in HIV-1 replication and disease pathogenesis	0.3429886242886032	FALSE
NIK-->noncanonical NF-kB signaling	0.3429886242886032	FALSE
DNA Damage/Telomere Stress Induced Senescence	0.3459817968201756	FALSE
Signaling by TGF-beta Receptor Complex	0.3477246859280101	FALSE
Activation of BAD and translocation to mitochondria	0.3477246859280101	FALSE
PCP/CE pathway	0.34823852579322817	FALSE
RHO GTPases Activate NADPH Oxidases	0.3487339298057089	FALSE
Protein folding	0.3488174126512726	FALSE
Degradation of AXIN	0.34938282141152094	FALSE
Regulation of IFNA/IFNB signaling	0.3497087610402977	FALSE
Cross-presentation of soluble exogenous antigens (endosomes)	0.3504189356183668	FALSE
Activation of NF-kappaB in B cells	0.3512198239009277	FALSE
Defective B3GALT6 causes EDSP2 and SEMDJL1	0.3512198239009277	FALSE
C-type lectin receptors (CLRs)	0.3516784494284842	FALSE
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	0.3516784494284842	FALSE
Hedgehog ligand biogenesis	0.3525678447946294	FALSE
Neurotransmitter receptors and postsynaptic signal transmission	0.3525678447946294	FALSE
G1/S DNA Damage Checkpoints	0.3530527987289564	FALSE
Constitutive Signaling by AKT1 E17K in Cancer	0.3535198437927047	FALSE
Ca-dependent events	0.3542578572482898	FALSE
Signaling by ERBB2 KD Mutants	0.3565775948485501	FALSE
Miro GTPase Cycle	0.3583443456520774	FALSE
RHO GTPases Activate Rhotekin and Rhophilins	0.3583443456520774	FALSE
Autodegradation of the E3 ubiquitin ligase COP1	0.35943879742335394	FALSE
Signaling by ERBB4	0.36181213100742315	FALSE
MET activates RAP1 and RAC1	0.36222421782938324	FALSE
SOS-mediated signalling	0.36280539374804266	FALSE
RUNX2 regulates bone development	0.3628952722669662	FALSE
IKK complex recruitment mediated by RIP1	0.3628952722669662	FALSE
LXRs regulate gene expression to limit cholesterol uptake	0.3628952722669662	FALSE
Hh mutants are degraded by ERAD	0.3628952722669662	FALSE
Hh mutants abrogate ligand secretion	0.3628952722669662	FALSE
Dectin-2 family	0.3628952722669662	FALSE
Regulation of activated PAK-2p34 by proteasome mediated degradation	0.3639827392783929	FALSE
Interleukin-1 signaling	0.3639827392783929	FALSE
Peroxisomal protein import	0.3651964826061882	FALSE
Biosynthesis of specialized proresolving mediators (SPMs)	0.36744073054321563	FALSE
Ubiquitin-dependent degradation of Cyclin D	0.3684368106931864	FALSE
InlA-mediated entry of Listeria monocytogenes into host cells	0.3695505575924293	FALSE
Nuclear events mediated by NFE2L2	0.3701932157870798	FALSE
Wax and plasmalogen biosynthesis	0.3701932157870798	FALSE
Signalling to ERKs	0.37034613627734847	FALSE
Attachment and Entry	0.3721067798657338	FALSE
Signal transduction by L1	0.37214675130512254	FALSE
Cristae formation	0.37214675130512254	FALSE
RNA Polymerase I Promoter Escape	0.37406174650660207	FALSE
The citric acid (TCA) cycle and respiratory electron transport	0.3747473919077973	FALSE
Ribavirin ADME	0.3770728145886591	FALSE
Chaperone Mediated Autophagy	0.3770728145886591	FALSE
Ovarian tumor domain proteases	0.37719113489686945	FALSE
Vpu mediated degradation of CD4	0.3772381284394096	FALSE
Interleukin-3, Interleukin-5 and GM-CSF signaling	0.3772381284394096	FALSE
SHC-mediated cascade:FGFR1	0.3772381284394096	FALSE
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	0.3772381284394096	FALSE
Signaling by ERBB2 in Cancer	0.3772381284394096	FALSE
Degradation of GLI1 by the proteasome	0.3772381284394096	FALSE
Degradation of GLI2 by the proteasome	0.37746701129897886	FALSE
GLI3 is processed to GLI3R by the proteasome	0.37746701129897886	FALSE
RUNX1 regulates transcription of genes involved in differentiation of HSCs	0.37930485307329775	FALSE
Constitutive Signaling by Overexpressed ERBB2	0.37930485307329775	FALSE
APOBEC3G mediated resistance to HIV-1 infection	0.37930485307329775	FALSE
WNT mediated activation of DVL	0.38029194214738665	FALSE
LGI-ADAM interactions	0.38029194214738665	FALSE
Methylation	0.3807850292288479	FALSE
LXRs regulate gene expression linked to gluconeogenesis	0.3807850292288479	FALSE
Alpha-oxidation of phytanate	0.380884342660135	FALSE
NOD1/2 Signaling Pathway	0.3809935348003306	FALSE
Regulation of commissural axon pathfinding by SLIT and ROBO	0.38348067761737836	FALSE
Ligand-dependent caspase activation	0.38348067761737836	FALSE
Peroxisomal lipid metabolism	0.38348067761737836	FALSE
Class I MHC mediated antigen processing & presentation	0.38348067761737836	FALSE
ABC-family proteins mediated transport	0.38348067761737836	FALSE
Cyclin D associated events in G1	0.3853299225540933	FALSE
G1 Phase	0.3853299225540933	FALSE
Inwardly rectifying K+ channels	0.38702015513948473	FALSE
Vif-mediated degradation of APOBEC3G	0.3870725374431607	FALSE
Signaling by TGFB family members	0.3870725374431607	FALSE
SUMOylation of immune response proteins	0.38778976088477257	FALSE
Interferon alpha/beta signaling	0.3879014953363213	FALSE
MET activates STAT3	0.3945964231810771	FALSE
Beta defensins	0.394964128428946	FALSE
Ion transport by P-type ATPases	0.394964128428946	FALSE
Amino acids regulate mTORC1	0.39603722579233036	TRUE
Downregulation of ERBB4 signaling	0.39603722579233036	FALSE
CD28 co-stimulation	0.39603722579233036	FALSE
Downstream signaling events of B Cell Receptor (BCR)	0.39603722579233036	FALSE
p53-Dependent G1 DNA Damage Response	0.39603722579233036	FALSE
p53-Dependent G1/S DNA damage checkpoint	0.39603722579233036	FALSE
Regulation of Apoptosis	0.39603722579233036	FALSE
Diseases of programmed cell death	0.39603722579233036	FALSE
Regulation of TP53 Activity through Methylation	0.39603722579233036	FALSE
Acyl chain remodelling of PC	0.39603722579233036	FALSE
Dual Incision in GG-NER	0.39603722579233036	FALSE
Plasma lipoprotein remodeling	0.39603722579233036	FALSE
Defective GALNT12 causes CRCS1	0.39603722579233036	FALSE
Apoptotic execution phase	0.39603722579233036	FALSE
IRS activation	0.39603722579233036	FALSE
SMAC (DIABLO) binds to IAPs	0.39603722579233036	FALSE
SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes	0.39603722579233036	FALSE
SMAC, XIAP-regulated apoptotic response	0.39603722579233036	FALSE
Transcriptional regulation by RUNX3	0.39603722579233036	FALSE
Degradation of DVL	0.39603722579233036	FALSE
Folding of actin by CCT/TriC	0.39603722579233036	FALSE
HIV Transcription Initiation	0.39603722579233036	FALSE
RNA Polymerase II HIV Promoter Escape	0.39603722579233036	FALSE
RNA Polymerase II Promoter Escape	0.39603722579233036	FALSE
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	0.39603722579233036	FALSE
RNA Polymerase II Transcription Initiation	0.39603722579233036	FALSE
RNA Polymerase II Transcription Initiation And Promoter Clearance	0.39603722579233036	FALSE
Stabilization of p53	0.39684239795329335	FALSE
Response to elevated platelet cytosolic Ca2+	0.39684239795329335	FALSE
Processive synthesis on the C-strand of the telomere	0.39684239795329335	FALSE
Trafficking and processing of endosomal TLR	0.3988397117671528	FALSE
RHO GTPases activate CIT	0.3988397117671528	FALSE
Chylomicron remodeling	0.3988397117671528	FALSE
RNA Polymerase III Transcription	0.39918143653757276	FALSE
RNA Polymerase III Abortive And Retractive Initiation	0.39918143653757276	FALSE
Lipophagy	0.40038114196910024	FALSE
Interconversion of nucleotide di- and triphosphates	0.40038114196910024	FALSE
Regulation of RUNX3 expression and activity	0.40038114196910024	FALSE
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	0.4011946015236067	FALSE
Complex I biogenesis	0.40241717051144243	FALSE
Binding and Uptake of Ligands by Scavenger Receptors	0.40428314644295965	FALSE
Regulation of necroptotic cell death	0.4075306695635167	FALSE
CLEC7A (Dectin-1) signaling	0.40892812725550937	FALSE
FOXO-mediated transcription	0.4095503385265993	FALSE
FGFR1 mutant receptor activation	0.4103220270429367	FALSE
Caspase activation via extrinsic apoptotic signalling pathway	0.4103727201031798	FALSE
ChREBP activates metabolic gene expression	0.4130942428215471	FALSE
Processing of Intronless Pre-mRNAs	0.41574185550357967	FALSE
Diseases of metabolism	0.41839078829280235	FALSE
Purine ribonucleoside monophosphate biosynthesis	0.4185536313826522	FALSE
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	0.4190478072106733	FALSE
MET activates PTPN11	0.4193718615721562	FALSE
RHOG GTPase cycle	0.4206267777115212	FALSE
Cation-coupled Chloride cotransporters	0.42147387905105227	FALSE
Drug ADME	0.4215266986884464	FALSE
EGFR Transactivation by Gastrin	0.4218570173739414	FALSE
DAG and IP3 signaling	0.4218570173739414	FALSE
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	0.4218570173739414	FALSE
NF-kB is activated and signals survival	0.4218570173739414	FALSE
Synthesis of PE	0.422053183036842	FALSE
Signaling by ALK	0.42214294930479057	FALSE
Signaling by Hedgehog	0.42214294930479057	FALSE
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	0.42333266608738473	FALSE
Role of LAT2/NTAL/LAB on calcium mobilization	0.42337885678364234	FALSE
RNA Polymerase III Chain Elongation	0.42337885678364234	FALSE
Activation of Matrix Metalloproteinases	0.42337885678364234	FALSE
Defective B4GALT7 causes EDS, progeroid type	0.42337885678364234	FALSE
Fc epsilon receptor (FCERI) signaling	0.4236326050228179	FALSE
PLC beta mediated events	0.4236326050228179	FALSE
Erythropoietin activates RAS	0.42416941809144687	FALSE
Defective C1GALT1C1 causes TNPS	0.4272078730177496	FALSE
Oxidative Stress Induced Senescence	0.4287251553501107	FALSE
Ca2+ pathway	0.4324388194823895	FALSE
Defective CFTR causes cystic fibrosis	0.4326159688275374	FALSE
Apoptosis	0.4326159688275374	FALSE
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	0.4326159688275374	FALSE
Parasite infection	0.43300551346781163	FALSE
Leishmania phagocytosis	0.43300551346781163	FALSE
FCGR3A-mediated phagocytosis	0.43300551346781163	FALSE
Caspase-mediated cleavage of cytoskeletal proteins	0.43300551346781163	FALSE
Calmodulin induced events	0.43300551346781163	FALSE
CaM pathway	0.43300551346781163	FALSE
Regulation of beta-cell development	0.4330652199948252	FALSE
RUNX3 regulates WNT signaling	0.4330652199948252	FALSE
Signaling by SCF-KIT	0.4330652199948252	FALSE
Xenobiotics	0.43349476520902785	FALSE
Fcgamma receptor (FCGR) dependent phagocytosis	0.43349476520902785	FALSE
Post-translational modification: synthesis of GPI-anchored proteins	0.434243636289289	FALSE
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	0.4353190169770988	FALSE
mRNA Capping	0.43547564180183185	FALSE
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	0.4390102763155088	FALSE
Signaling by Ligand-Responsive EGFR Variants in Cancer	0.4390102763155088	FALSE
LDL clearance	0.44119286778197697	FALSE
Signaling by NTRKs	0.44119286778197697	FALSE
Glutamate Neurotransmitter Release Cycle	0.44136149141427616	TRUE
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	0.4427548223108228	TRUE
Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)	0.4427548223108228	TRUE
VEGFR2 mediated vascular permeability	0.44627764054991936	FALSE
Nucleotide metabolism	0.44627764054991936	FALSE
RUNX1 regulates transcription of genes involved in WNT signaling	0.44627764054991936	FALSE
Ubiquinol biosynthesis	0.4471160955480318	FALSE
DDX58/IFIH1-mediated induction of interferon-alpha/beta	0.4477132325895296	FALSE
